country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
2008-05,6.6,102.405951566975,2.4,74.7982997271363,6.97413,6.9472,-1.2992,19.9,71.9212356374056,-0.399999746400461,7.7,76.4060724718682,85.2279827225844,110.005904,99.8444916220111,0.0423541242057144,99.95551541,111.744,4.38,4.38,,4.14,4.14,98.3100720351279,98.8320472365716,7.66056348467086,47.3675968716234,100.891592842606,101.625737027571,1.92347219941858,17.2174351816052,32.8403447291197,32.6949181728873,43622.16,43501.2189984709,0.838733888564013,42.8249335499122,43.2846106565405,15334.48,15464.8499688197,8.2,33.8528588564574,64.4188280127949,28.222,293.38,116.0,19.8038091952616,870.35,885.687597376536,4.85583687329701,-11.5657458031717,96.4428687249918,119.648704971718,120.028864381232,120.57,124.559065350923,4.43148438188424,28.4448488755052,840.8708541,868.691114435836,100.77,103.774259627503,7.36944947688963,40.186379169983,702.7830801,723.735177295959,19.8,20.7848057234202,138.087774,144.955937139877
2008-06,4.0,100.234821373114,0.6,75.2176964111417,6.89837,6.8591,-0.797561924523407,17.3,71.3476192463149,-0.199999963625995,7.1,76.2532603547164,85.05752678814,109.842552,99.8641918458357,-0.0211680965409563,99.93435673,111.168,4.2,4.2,,4.14,4.14,97.2704261627359,98.1123308623291,6.27115387155988,47.3981643011695,100.553462732792,101.000985744279,1.33839070902339,17.4064234205247,33.3677899688259,33.132503920036,44314.1,43809.5098201745,0.114098991887888,43.2656134043853,43.3339979609422,15482.02,15389.0274771526,8.8,44.2275089964014,60.9130782726909,36.871,293.45,116.0,20.1677025199891,864.2,902.348251271277,-15.5120698245409,-24.9457712543787,81.4825835875808,120.603165123918,120.057620786186,121.17,120.736194490985,-3.069122949155,17.7231546438176,835.8754929,832.882941990778,100.47,100.565206690217,-3.09233999722587,30.7630989453438,693.0792339,693.736004875592,20.7,20.1709878007684,142.796259,139.146937115187
2008-07,-3.2,98.3887607116659,1.2,75.1544912905739,6.83763,6.8388,-0.104581998823441,14.4,71.2730024799941,0.10000033879043,6.3,76.3295138734098,85.1425846030949,110.215928,99.8520314101921,0.0483944577045265,99.98271942,111.6288,4.47,4.47,,4.14,4.14,96.2091370526764,97.3776315088292,5.17003264120377,47.4102755428226,100.160730599197,100.275348194319,1.05248272118398,16.6233135663218,33.7525793730579,33.48121779889,44636.22,44420.149333027,0.334773295221187,43.496932420643,43.4790686138671,15499.24,15568.1405110491,10.0,41.5285885645742,62.3930625269892,34.621,319.54,114.7,19.3597925696767,862.88,916.291627654656,-6.95562233327247,-30.2255901578768,75.8149628058356,122.820701540229,123.150225693207,136.837,127.83864488514,5.88261906390026,24.2315931673028,935.64077631,874.113353425978,111.412,103.807073162507,3.22364620825226,29.359392777188,761.79403356,709.794357668154,25.425,24.0315717226326,173.84674275,164.318995757824
2008-08,-3.2,97.3389714144973,1.4,76.851963364058,6.8515,6.8345,-0.399136295230008,10.3,70.9885260583963,-0.100000566845019,4.9,76.2531839268664,85.0574415358653,109.305824,99.713833779856,-0.117904444571856,99.86483535,110.592,4.08,4.08,,4.14,4.14,95.1964531131072,96.676580090654,4.32518021046115,47.4385046505092,99.7319035762466,99.4830193684554,1.27262701258975,16.0545669599882,33.9690845999406,33.9073088207426,44884.67,44932.344295674,0.882753934987113,43.7875132460549,43.8628818029518,15688.99,15662.303095729,10.1,35.8548580567773,62.5273852059176,29.891,316.06,112.8,19.1327765505806,876.77,928.414799124406,-10.9093627762189,-48.5129532674275,67.5440334746916,127.724789856508,123.301888397875,135.387,129.553823424308,1.34167453097555,24.28985219703,927.6040305,887.638021191646,105.999,105.070429259168,1.21702313548807,28.2144595594031,726.2521485,719.890046069189,29.388,24.48339416514,201.351882,167.747975122457
2008-09,2.4,96.123914546622,0.6,78.9347957389005,6.83061,6.8183,-0.295624753646035,9.7,70.7786664031192,0.0,4.6,76.2531839268664,85.0574415358653,108.932448,99.4408737187694,-0.0484281577499368,99.81647265,110.1312,4.14,4.14,,4.14,4.14,94.3297528748963,96.0765889113834,3.81827500097378,47.5326638828792,99.294539240642,98.6749164459292,1.1427865307661,15.6358851611184,34.2171148881644,34.2947969788914,45289.87,45441.2575951194,0.484334589670472,43.8937380382985,44.0753249115497,15574.9,15719.4003519442,9.1,41.1819272291084,62.3229644382247,34.332,289.25,111.4,19.5801316470346,944.65,941.30509681241,-12.9953390224284,-59.4774910915841,58.7664573352329,128.061090718406,127.800842800859,136.759,125.97096984589,-2.76553287561664,18.653192861365,934.14739299,860.458566339037,106.792,98.5681839690054,-6.18846362007715,16.5997358246249,729.45450312,673.280823100528,29.967,27.4027858768849,204.69288987,187.177743238509
2008-10,-10.8,93.3990997033675,-6.0,81.758634886861,6.83155,6.8258,-0.902681689398435,8.5,70.1397603414979,-0.299999660380869,4.0,76.0244246340562,84.8022695001291,107.858992,98.9512416470221,-0.139298400663317,99.6774299,108.5184,4.25,4.25,,4.14,4.14,93.6973253334147,95.6387778555101,3.69763788016816,47.7401331015027,98.8803801526392,97.9096890550328,1.253445963061,15.2515718926869,34.3797717585843,34.7246637271632,45313.33,46065.1285602469,0.450741939066177,43.9364890946535,44.2739908857058,15719.44,15803.753594361,6.6,46.625349860056,66.2531166813274,38.87,264.5,108.2,19.2028844388309,1008.27,952.038171931176,-8.80699174557456,-65.6418841330866,53.5909002885523,138.581964031569,126.106254420014,128.532,125.895112023054,-0.0602184955225899,18.9901447009792,878.0727846,860.058752541094,92.748,99.8325678627671,1.28275052136423,16.2584735012913,633.6125994,682.011178982886,35.784,26.0625441602869,244.4601852,178.047573558208
2008-11,-22.4,91.1336250750791,-11.4,83.3352209805231,6.82856,6.8349,-0.997340425531908,5.9,69.4402281572409,-0.799999667667267,2.4,75.4162294896378,84.1238516259538,105.198688,98.2410259487686,-0.345699342715498,99.33284568,104.6016,3.55,3.55,,3.06,3.06,93.3757546284744,95.4161638789935,3.95247494165498,48.1042913758652,98.526205106523,97.2552920991018,1.27464994948861,15.0323513903324,34.5978061862037,35.1672816358216,45864.47,46607.6437000276,0.210930166338409,44.2281790607722,44.3673780883256,15782.66,15785.8921929983,2.0,52.6889244302279,59.3272054018393,43.925,254.02,105.4,18.0511119890053,979.08,962.481861697636,-5.28788265080738,-64.3721853824196,50.7570763697825,154.017707649651,143.419730920196,114.985,107.166541608279,-14.8763284879128,-0.559990152650682,785.1819716,731.793159364627,74.657,74.7223139526806,-25.1523670558127,-14.4821413344746,509.79980392,510.245804164717,40.328,32.444227655598,275.38216768,221.54735519991
2008-12,-17.6,91.4857818978504,-13.4,81.7175864363498,6.84269,6.8346,0.799194089993286,4.2,69.9951903567514,-0.200000150755786,1.2,75.2653969169642,83.9556037958803,101.838304,97.5238340036094,-0.43818765788932,98.89758141,100.9152,1.9,1.9,,2.79,2.79,93.3910288256474,95.426737758139,4.5721916397656,48.643954922319,98.2639186590706,96.7706745217855,1.9408038895455,16.4500664935221,35.4338691785576,35.8498096056571,47516.66,47863.725328824,1.33360414047145,45.4949483176058,44.9590632795302,16621.713,16225.0344185415,-1.1,377.369052379048,66.0543708076769,314.6,273.96,105.7,23.522865743394,1072.85,960.303174707426,3.99149260533629,-61.5869170390696,52.7830413197672,154.144574299753,147.39929348099,111.055,100.138203615288,-6.5583323745591,-6.2382726861585,759.91493795,685.214684496292,72.046,67.9366917238326,-9.08111897223252,-24.7262623740261,492.98844374,464.869721091752,39.009,32.201511891455,266.92649421,220.34496340454
2009-01,-9.4,93.928313888383,-14.0,83.0278813366689,6.83808,6.838,3.29802118728762,4.2,72.3036465647994,0.899999566128172,1.0,75.9427851626615,84.7112038657835,101.3,97.0733413935035,-0.0705027554829116,98.82785589,100.1,2.3,2.3,,2.79,2.79,93.7460100979532,95.672480891462,5.59858634437055,49.3664159688112,98.1105422225284,96.4872861964775,3.02023728324814,18.3948058464333,36.8564664101014,36.9325589213406,49613.531,49460.903209432,1.05744227600822,46.5321689713858,45.4344794215452,16521.434,16124.3892639307,-3.3,33.890043982407,72.7999530227909,28.253,243.35,111.0,26.1101806669152,1075.66,989.328350918568,-0.632068546965081,-61.6529335956315,52.4494163174534,176.126520681265,176.676411428535,90.485,95.2067342870765,-4.9246632655373,-17.5913458238171,618.7436688,651.031265593772,51.375,53.8876319239637,-20.6796348826923,-42.044683979681,351.30636,368.487938106618,39.11,41.3191023631128,267.4373088,282.543327487154
2009-02,-2.0,97.0232460184955,-7.8,85.1408746414751,6.83576,6.8379,0.799793601651185,-1.9,72.8819265037851,0.0,-1.6,75.9427851626615,84.7112038657835,101.0,96.8444840693919,-0.0393193190827187,98.78899745,99.9,1.09,1.09,,2.79,2.79,94.3734767279901,96.1068576537045,6.99999844308632,50.2417872199397,98.0743090130498,96.4203393512766,2.82537198622029,19.63739589715,38.0533221182038,37.9760410948984,50670.81,50613.5081192368,1.95646906552473,46.5226879243065,46.3233909565099,16614.96,16857.9408857646,-4.5,33.890043982407,73.3734193842463,28.253,244.938,111.0,23.6096659859896,932.38,926.563116439421,13.7529048548798,-50.8614500276982,59.6627346405325,108.005594591894,118.383600008128,64.866,88.889584908496,-6.63519174970587,-22.3740251482085,443.40840816,607.627868934101,60.058,75.08606335877,39.3382130146627,-17.1192118861385,410.54207408,513.270308465345,4.80799999999999,13.8035215497261,32.86633408,94.3575604687554
2009-03,4.8,99.6129529199469,-2.8,85.3518604775851,6.83822,6.8359,-0.601484514973116,-0.7,72.4435530016508,-0.299999877736428,-1.2,75.7149569000239,84.4570703577571,100.3,96.7483814237794,-0.0917811622148399,98.69832776,99.0,1.27,1.27,,2.79,2.79,95.1787712283146,96.6643394399184,8.65228438530614,51.2239111380316,98.1448470199889,96.5506699816374,2.92616281375122,22.7792424282859,39.3621126640524,39.0872818875522,53062.67,52389.2434198119,4.9664685620059,48.1129373662751,48.6240276052201,17654.11,17762.4463218323,-6.0,51.2399040383846,71.6643496121551,42.717,283.36,108.3,27.3821380680269,931.76,984.370072969664,1.0457678169614,-43.089703949536,60.2866683181223,125.502879559302,135.872239461508,90.219,95.8958630557203,7.88200119781933,-17.9155540709156,616.93737018,655.757008664888,71.886,70.5779660626607,-6.0039068429637,-26.3462269478847,491.57228292,482.627659089008,18.333,25.3178969930596,125.36508726,173.12934957588
2009-04,7.0,101.004329550133,0.6,83.2557385231599,6.83116666666,6.825,-0.798249002188759,-1.3,71.865273062665,-0.200000245262934,-1.5,75.5635268005231,84.2881560098997,100.5,96.783347674155,0.0262472734725523,98.72423338,99.6,1.12,1.12,,2.79,2.79,96.0993645727049,97.3016392374466,10.5630209300855,52.2819337615964,98.2948964439396,96.8279111011043,2.93283821241836,25.4247875962058,40.6436477680858,40.2336486269461,54048.121,53634.4121762164,3.15522915698808,49.8066892918413,50.1582271015219,17821.357,17950.2934372009,-6.6,39.6885245901639,73.9319665813674,33.087,271.288,107.3,29.4085898855461,934.32,1003.73479433827,10.3977363249388,-27.6391028490224,66.5551171289311,116.377378555965,123.529053128978,91.923,93.3069828207119,-2.69967874787687,-21.7705536589459,627.941333499387,637.395550811464,78.987,75.5344434829346,7.02269801296542,-21.8487162190603,539.573361499473,515.988372505337,12.936,17.7725393377773,88.3679719999138,121.407178306128
2009-05,6.2,101.392313886781,-0.2,80.5253310378832,6.82455294117647,6.8324,-0.603504218040239,-0.6,71.4315631084257,-0.299999306203433,-1.4,75.3368367443787,84.0352921266583,101.2,96.902687313661,0.0918413816909523,98.81490308,100.3,1.14,1.14,,2.79,2.79,97.1016687266128,97.9955050341521,12.7341740556461,53.3994691032327,98.499623702613,97.2061785604892,2.10975497391115,25.6540230894575,41.3128840669687,41.082480030039,54826.351,54626.0827672715,1.56843291076027,50.5766968897323,50.9449252428361,18202.558,18322.5766855471,-7.2,35.8392642942823,68.1471005517793,29.878,283.89,108.9,30.243207602811,1002.84,1018.24996070786,6.18564579919438,-26.721403178821,70.6719809357657,117.188759264887,116.488332939428,88.699,91.8646220812498,-1.54582293399586,-26.2481443462688,605.331021329412,626.934976814658,75.689,78.8616505732108,4.40488727639587,-24.0065399104903,516.543587564706,538.195509365437,13.01,13.002971508039,88.7874337647059,88.7394674492212
2009-06,6.4,101.443378696521,0.2,79.2196269795276,6.83324545454545,6.8319,-1.29921002807337,-1.1,70.5035170773115,-0.500000352134187,-1.7,74.96015229537,83.615115370108,101.0,97.0449594878438,-0.0262163187864728,98.78899745,100.1,1.2,1.2,,2.79,2.79,98.1413164470544,98.7152226877452,15.0959147791357,54.5533507909488,98.7319034982343,97.6353538873387,2.30705059235493,26.8551079941454,42.3918619244369,42.0302736289261,56891.62,56132.0365660965,3.35662911943882,52.6720714731627,52.6549574384135,19313.815,19167.8391581973,-7.8,53.3786485405838,73.5056472930828,44.5,310.009,110.7,32.6903067498317,994.16,1035.08903411262,8.35704684728625,-6.01909252403168,76.5780714904728,109.053004340873,109.770777076863,95.465,94.2979623824848,2.64883286525996,-21.8975198116539,652.335777318181,644.361122823012,87.54,85.9044318475178,8.93055271239711,-14.5783768812413,598.182307090909,587.00606844736,7.925,8.39353053496696,54.1534702272727,57.3550543756514
2009-07,6.6,101.553049598691,1.6,78.75925598681,6.83202608695652,6.8323,-0.198438946950662,-1.2,70.3636106404601,0.0,-1.8,74.96015229537,83.615115370108,102.1,97.2429455500924,0.14422754929983,98.9314784,101.1,1.68,1.68,,2.79,2.79,99.1238543908991,99.3954049164042,17.4665514713616,55.6912157232241,98.9673008553526,98.070289424502,2.25466876527803,28.3642588467116,43.3344013692683,42.9779170803984,57310.28517,57123.3114888904,3.60984860874328,54.6184996914816,54.5557216869384,19588.927,19675.9239402946,-8.2,56.734906037585,83.0321414514194,47.298,334.498,110.8,32.0192741051507,993.65,1053.4558472498,13.40917249157,14.5506823102516,86.8465571873481,110.764056752496,110.071160728889,105.392,98.216578096546,4.15556775041098,-23.1714493025239,720.040893356522,671.018223727205,95.15,89.2300739323163,3.87132772230136,-14.0423949795512,650.067282173913,609.622192846644,10.242,8.98650416422975,69.9736111826088,61.3960308805612
2009-08,8.0,101.883464655478,2.8,78.2684661348899,6.83221428571429,6.8312,1.29904559915165,0.5,71.2776660278892,0.500000033705124,-1.2,75.3349530821123,84.0331909751412,102.7,97.4161462603286,0.0785562707208032,99.00919528,102.0,1.7,1.7,,2.79,2.79,99.9305852709899,99.9538810662422,19.6173071470467,56.7446618137656,99.1913660761096,98.4842869661164,1.43830597656638,28.5742589034367,43.6297211467752,43.5960710303695,57669.895,57760.9950059524,2.27653200800857,55.6373198413342,55.7977001533416,20039.483,20052.1298582495,-7.9,45.874450219912,79.1639869852059,38.244,344.32,112.3,32.5000139102953,1011.56,1067.26392481708,-4.18738118810957,23.193650880122,83.2099607891643,117.474473895946,113.04680897679,103.663,99.9091317757953,1.72328715991865,-22.8821433941181,708.247829500001,682.6005973919,88.243,88.3785510445574,-0.95430032749364,-15.8863710106658,602.895085214286,603.821198997354,15.42,11.5305807312379,105.352744285714,78.7793983945456
2009-09,8.6,102.342327869642,6.4,77.3604323878236,6.82890909090909,6.829,0.700078513478143,1.5,71.7766656526591,0.399989322353958,-0.8,75.6362848504411,84.369314766275,102.8,97.5315641719561,0.0130824414473469,99.0221481,102.2,1.78,1.78,,2.79,2.79,100.537509765823,100.374037110199,21.3833473432165,57.6967385024389,99.3947477816608,98.8600682936386,1.424520482399,28.9324034165713,44.0965442247584,44.2171059917183,58540.53373,58759.8619659714,2.00950964115841,56.4542749505038,56.9189603174677,20170.81398,20474.263011621,-7.0,50.1291483406637,77.2082488404638,41.791,320.333,113.9,34.7534817469105,1091.28,1083.40983576689,-6.06370681792687,33.0084477914152,78.1643527235975,112.273374742003,112.204140133408,115.865,107.225872069942,7.3233949330744,-14.8804901628368,791.231551818182,732.235732559085,103.199,95.5632046575587,8.12940869485299,-3.04863008574007,704.736589272727,652.592437042408,12.666,11.6626674123838,86.4949625454547,79.643295516677
2009-10,10.4,102.872864926932,4.8,75.961274612835,6.82754666666667,6.8281,-0.799168345136752,1.6,71.2030492615684,-0.0975391409206855,-0.5,75.5625098679737,84.2870216614513,103.2,97.6261948030052,0.0523228903776933,99.07395935,102.6,1.81,1.81,,2.79,2.79,100.976195299608,100.677726251081,22.668464453643,58.5620882037388,99.5703054754579,99.1844401591069,1.63853329587322,29.4227594224585,44.4738864593481,44.9416179958642,58664.329,59670.2280440742,2.01824514021287,57.4582456858986,58.0677244679346,20754.57431,20870.0518128492,-5.8,51.219512195122,74.2647707956817,42.7,312.104,116.1,34.2593880582897,1171.76,1107.41215662829,1.9808889285796,48.7429793184922,79.7127017327951,127.397291820192,115.318367648734,110.642,109.971240098488,2.56035971127859,-12.6485227811303,755.413418293334,750.833773763634,86.848,95.3631605621292,-0.209331715220572,-4.47690307513835,592.958772906667,651.096429018764,23.794,14.6080795363591,162.454645386667,99.7373447448705
2009-11,10.4,103.26083318158,2.2,75.6841065030879,6.82739047619048,6.8272,0.497773120251495,3.2,71.557478901592,0.30092786090446,0.6,75.7898985125651,84.5406647927572,103.3,97.7242240380686,0.0130738794381307,99.08691216,103.0,2.08,2.08,,2.79,2.79,101.26728464486,100.879238875436,23.3770818034695,59.3496709217805,99.7143687348031,99.4506208497309,1.44398120688474,29.639154330756,44.822961019893,45.5905665137944,59460.47213,60469.9702090132,1.8738187743783,58.9724389909267,59.1558083908691,21249.318,21248.98054494,-2.1,78.5685725709716,84.8743978128748,65.5,323.409,119.2,36.5762868414171,1133.9,1118.00958002581,8.82903394638715,70.9132389666394,86.7505632283659,120.031470783918,112.911065546106,113.659,105.58061819902,-3.99251831254818,-1.47986804972736,775.994374133334,720.840107162292,94.691,93.5077688695685,-1.94560633437897,25.1403548995875,646.492431580953,638.414050629912,18.968,12.0728493294514,129.501942552381,82.4260565323795
2009-12,13.2,103.401604197997,4.4,76.9412879569314,6.82788095238095,6.8282,2.90015641293013,5.3,73.6327577148876,1.00008334027836,1.9,76.5478606612031,85.3861418971102,103.9,97.8728587515061,0.0784330425742848,99.16462904,104.0,1.86,1.86,,2.79,2.79,101.372992428998,100.952417276995,23.4157652377547,60.0343092092885,99.8250845018466,99.6551865347539,1.09470976780996,28.5631678538898,45.5659977605826,46.0896508986208,60622.501,60985.414529417,1.37250163706052,60.7211982444127,59.9677228294501,22000.151,21448.1362214739,1.7,341.023590563774,78.9998048540584,284.3,349.78,118.5,45.586819717009,1261.0,1131.96307380977,0.431361688245656,65.0620535384767,87.1247719224704,116.369527098595,112.724554871409,130.74,117.439249823152,11.2318262825268,17.2771685363277,892.677155714286,801.861216929405,112.349,104.182491522917,11.4158671331774,53.3523179880854,767.105597119047,711.345649440915,18.391,13.2567583002347,125.571558595238,90.5155674884907
2010-01,11.6,102.912195496123,1.2,77.0592514389771,6.82732631578947,6.827,1.79872062828551,3.7,74.9572053170808,0.594108424787533,1.5,77.002637950386,85.8934281597219,104.7,98.0769128859445,0.104495434514468,99.26825155,104.6,1.85,1.85,,2.79,2.79,101.312318781163,100.910414688429,22.8038048954508,60.6238371502156,99.9040752001476,99.8011349099481,1.61116509151953,26.8047290317642,46.7424793808558,46.8322312647026,62560.929,62426.8169696895,2.7356106545681,63.1214068133245,61.6082062444744,22958.898,22417.0074203954,4.3,36.5853658536585,78.4031230147941,30.5,329.5,112.8,42.5020726339979,1271.81,1179.85638151092,-1.58481381061794,63.479429371726,85.7440065045738,114.634044201556,113.27470236182,109.495,114.729628202187,-2.30725385681997,20.5057909624783,747.558094947368,783.29660982553,95.517,101.284422567467,-2.78172360162096,87.9548589375408,652.125727705263,691.50180357441,13.978,13.4452056347194,95.4323672421052,91.7948062511204
2010-02,4.0,102.231241133422,-0.2,78.7345841145819,6.82704,6.8269,3.29745535992037,6.2,77.4288857014554,1.20580756295627,2.7,77.9311415824676,86.9291376125542,104.2,98.3458646202213,-0.0652414734708757,99.20348748,104.5,1.94,1.94,,2.79,2.79,101.131706801527,100.785382307135,21.6977218412389,61.1431104589894,99.9521809885967,99.8900183077734,2.10300934816916,25.9139080523563,47.8750460480611,47.8171174661555,63607.226,63580.7852946274,3.03024334079928,63.7230721234917,63.4750848115835,22428.695,22777.3568156137,5.4,36.5853658536585,79.2375572530988,30.5,269.59,112.8,33.8654484957407,1233.4,1218.89424311733,-5.50140337093011,35.8081947274909,81.0268828403606,108.441051544025,121.425433390634,94.463,131.450371069161,14.5740408375664,47.8805095157975,644.90267952,897.416941304008,87.11,108.256044387568,6.88321228810574,44.1759489644677,594.7034544,739.068345275703,7.353,23.1943266815933,50.19922512,158.348596028305
2010-03,10.2,102.399405207664,5.8,77.6269943258948,6.82643913043478,6.8263,-1.50000000000001,5.2,76.2674524159336,-0.705138596206836,2.4,77.381619024705,86.3161667118984,107.9,98.7507247434532,0.48310207853995,99.68274159,108.2,1.91,1.91,,2.79,2.79,100.901656300101,100.626125085829,20.3203848946921,61.6328070393947,99.9787458291813,99.9391012429038,1.33225746608164,23.9640165388274,48.7985684815454,48.4541645836634,64994.74643,64105.5626586863,1.28446551811936,63.6962496193432,64.2904003885853,22939.79332,22997.5134451402,5.9,60.2159136345462,81.9047492003199,50.2,336.95,118.1,39.9281115939529,1132.1,1195.63033685221,2.07125200388539,37.1864727014879,82.7051537748774,93.8006947641568,104.242093072692,112.059,117.105058125686,-10.9131019005852,22.1169030593556,764.963942517391,799.410551161025,119.465,112.339511490837,3.77204536372123,59.1707975703066,815.520550717391,766.87883713498,-7.40600000000003,4.76554663484904,-50.5566082000002,32.5317140260453
2010-04,11.4,102.37260902393,6.4,77.3840648338049,6.82615714285714,6.8263,-0.0999999694263481,5.9,76.1911849868354,0.204064974287816,2.8,77.5395278056712,86.4923077753052,106.6,98.9920083529428,-0.168922500840302,99.51435501,106.8,1.73,1.73,,2.79,2.79,100.631161363311,100.438869367005,18.774085201739,62.0973885511153,99.9884223999256,99.956980307249,1.23186000430451,21.9154954411417,49.576030718234,49.0510520575894,65656.1217,65153.7023460213,1.5892041990272,65.0472686005518,65.3121061311321,23390.97597,23504.8129758968,6.81,46.781287485006,84.6654594122351,39.0,331.64,117.8,42.7925195996061,1151.0,1238.4173666889,0.0427893276612446,24.3188297510367,82.7405427541189,101.196446966243,106.774978264666,119.851,121.478981990866,3.73504264904212,30.1928090679842,818.121759728571,829.234620623966,118.434,113.77102010712,1.27426993164366,50.6213786202378,808.449095057142,776.618861554364,1.41700000000002,7.70796188374588,9.67266467142871,52.6157590696025
2010-05,7.8,101.60122341686,4.2,78.9245645504441,6.8273947368421,6.8279,-0.500000029074053,6.1,75.8102290397493,-0.0977517106549454,3.1,77.4637315908074,86.4077600648699,108.0,99.2016413327933,0.182224353443047,99.6956944,108.2,2.02,2.02,,2.79,2.79,100.341932209458,100.238644498649,17.1349814902881,62.5494582499837,99.9868371381039,99.9540512739309,1.48134969504163,21.1652013979254,50.0846882546073,49.7776696676592,66335.244,66020.3443866466,1.64323572481855,66.0440837918958,66.3853379917103,23649.788,23761.6562857624,7.13,49.6601359456217,88.2321845181927,41.4,340.47,116.5,44.2113697189564,1245.5,1263.42512955971,-12.6330504276285,2.28648936500103,72.2878882638975,117.33132524752,115.969917315899,131.661,133.954237607984,10.2694765898316,45.8170017719206,898.901618447368,914.558456822447,112.213,115.50774606754,1.52650996605637,46.4688416080115,766.122445605263,788.616977566014,19.448,18.4464915404445,132.779172842105,125.941479256433
2010-06,4.2,100.588611333705,1.2,79.3604365587506,6.8165,6.7909,-1.60000000836618,5.7,74.5972653687709,-0.603392041748196,2.9,76.9963215991473,85.8863825171856,108.5,99.2776776680947,0.0649617522499644,99.76045847,108.9,3.69,3.69,,2.79,2.79,100.089473557367,100.063874771231,15.5262478399979,63.0234392397749,99.9834809698036,99.9478501980973,0.970958855294236,19.5828292791932,50.7434401141833,50.2609903592565,67392.17239,66427.34836862,0.767292864839823,66.980569240062,66.8947079534205,24058.0,23867.4852220033,6.4,63.2147141143542,86.1365495601759,52.7,346.66,113.7,43.9309381659554,1233.0,1280.88400002533,-4.73533277840324,-10.0724073409328,68.8648161961217,117.230459313889,115.588977342284,137.339,134.635882535186,0.50886402653154,42.7770856692376,936.1712935,917.745493301094,117.153,116.478132803701,0.84010533422962,35.5903651286031,798.5734245,793.973192256431,20.186,18.1577497314843,137.597869,123.772301044663
2010-07,2.4,100.067274243435,4.4,78.5183393378865,6.7776619047619,6.775,0.900000025819257,6.8,75.2686407763503,0.401968826907288,3.3,77.3058228098412,86.2316190014631,107.8,99.1312808549611,-0.0908874130999235,99.66978877,108.6,2.48,2.48,,2.79,2.79,99.934826222698,99.9568169528434,14.1269340478452,63.5586770388872,99.9912625543548,99.9622279621393,1.03151818954105,18.1524025979738,51.1494243165167,50.7794416170557,67405.16,67386.5664290446,0.982669836076596,67.5654963533864,67.5520620704103,24066.41,24229.6934925414,4.8,50.139944022391,80.4482719312275,41.8,377.64,113.4,44.7388481162678,1225.3,1299.22843252412,-2.03902189495967,-22.3220243832685,67.460647515959,124.421668605845,119.441316881909,145.434,136.436633408875,1.33749698801007,38.9140571307205,985.702481457142,924.721372669294,116.888,114.229009668211,-1.93094023861177,28.0162669761513,792.227344723809,774.205607246914,28.546,22.2076237406635,193.475136733333,150.515765422381
2010-08,3.4,100.416225021937,3.4,77.6355145029427,6.79012272727273,6.8105,1.99999996282477,7.5,76.774013563896,0.596453958656769,3.5,77.7669164502626,86.7459509066111,107.3,98.7737641330473,-0.0649786267225393,99.60502471,107.9,2.44,2.44,,2.79,2.79,99.892590034595,99.9275780774045,13.078891492493,64.1662345601701,100.018139786656,100.011888092616,1.82755616494349,18.6057899502734,51.6649196341415,51.707464432852,68750.69,68872.8728180569,1.41128109311969,68.0934754093095,68.5054115504225,24434.06,24546.2716115256,4.3,44.8620551779288,81.828312295082,37.4,390.33,113.9,46.8888233559422,1257.0,1322.57627024313,5.72826553407207,-14.283131658481,71.3249725366776,116.539861895794,112.442632613227,139.236,133.06639089136,-2.47018885860011,33.1874159310803,945.429528054546,903.537125027577,119.475,118.341582546429,3.60028760659234,33.9030580924157,811.24991284091,803.553869229929,19.761,14.7248083449306,134.179615213636,99.9832557976486
2010-09,7.6,101.384705443301,4.8,77.4445350250616,6.74202352941177,6.7011,1.2000000187091,8.0,77.6953017410265,0.601039636127334,3.6,78.2343264419228,87.2673284542954,104.1,98.2346801037373,-0.416133665150706,99.19053467,104.5,2.56,2.56,,2.79,2.79,99.9479425923808,99.965897031245,12.37804104848,64.8384644779049,100.067275449909,100.102674354418,1.81137433513278,19.058176676684,52.5156523288479,52.6440801729366,69647.15,69854.7349407625,1.2924653631813,68.536822817381,69.3908202666165,24382.19,24860.1059470689,4.3,54.3382646941224,83.0234999880048,45.3,348.65,113.3,49.399353449475,1353.7,1336.81320712908,0.0651691172733235,-8.69053231457462,71.3714543916751,112.907070958896,112.382312828405,144.923,135.084109066341,1.51632441630486,25.9808910467305,977.074275952942,910.740241774896,128.356,120.200506348894,1.5708120192965,25.781158950896,865.379172141177,810.394642051452,16.567,14.883602717447,111.695103811765,100.345599723445
